X,Y,STREETNAME,USRN,X_Coord,Y_Coord,OBJECTID
-7.40349227196565,54.3587572995338,ASHBROOK ROAD,36582,238829,345727,1061
-5.54371300293669,54.6330908115645,ASHBROOKE,5706,358657,378875,1062
-7.42315715736147,54.3483870199865,ASHBROOKE ROAD,35727,237560,344562,1063
-5.90559703018693,54.4119668654318,ASHBURN,5705,336026,353508,1064
-7.29294827290189,54.9951060683983,ASHBURN AVENUE,5704,245302,416631,1065
-6.93953763126527,55.0453308170321,ASHBURN COURT,5703,267836,422508,1066
-5.86338391967628,54.6066388465117,ASHBURN GREEN,5702,338108,375256,1067
-7.60005873929033,54.7088838335793,ASHBURN PARK,5701,225828,384612,1068
-7.18298508275288,55.0234583851486,ASHBURN PARK,21222,252303,419864,1069
-5.93100973499865,54.5910569840315,ASHBURNE MEWS,5700,333790,373391,1070
-5.93166308807832,54.5912927819222,ASHBURNE PLACE,5699,333747,373416,1071
-5.63574537522097,54.6454637172617,ASHBURY AVENUE,5698,352669,380048,1072
-5.63592520891715,54.6493040637357,ASHBURY COURT,5697,352643,380475,1073
-6.68300848356288,55.1130825848155,ASHBURY CRESCENT,5695,284091,430329,1074
-5.63392943720007,54.649516666919,ASHBURY CRESCENT,5696,352771,380503,1075
-5.63266213156801,54.6505252296404,ASHBURY GARDENS,5694,352849,380618,1076
-5.63293971484932,54.6497489137593,ASHBURY GROVE,5693,352834,380531,1077
-5.63312630158971,54.6508038729225,ASHBURY PARK,5692,352818,380648,1078
-6.68130296283976,55.1134773566496,ASHBURY PARK,5691,284199,430375,1079
-6.6795731501923,55.1141323531621,ASHBURY RISE,5690,284308,430450,1080
-5.63231313211549,54.6493323095665,ASHBURY ROAD,5689,352876,380486,1081
-6.677096930969,55.1146085405973,ASHBY GLEN,5688,284465,430506,1082
-7.29718108762867,54.9799946602115,ASHCROFT,5687,245048,414946,1083
-6.25294798129644,54.5440328075952,ASHCROFT CLOSE,17072,313112,367592,1084
-7.30056902688958,54.9800680951978,ASHCROFT CLOSE,5686,244831,414952,1085
-6.04972848790111,54.503261031378,ASHCROFT PARK,5685,326388,363400,1086
-5.67387674345911,54.602047685018,ASHCROFT PARK,5684,350368,375134,1087
-6.25426015985808,54.544788491803,ASHCROFT WAY,17073,313025,367674,1088
-6.30886646095488,54.7493739278105,ASHDALE,25791,308943,390359,1089
-7.60854815857594,54.3520868348759,ASHDALE,18470,225502,344891,1090
-6.64621563088584,55.137059566157,ASHDALE,5682,286387,433043,1091
-6.26051683449131,54.8796521235212,ASHDALE,5683,311696,404936,1092
-5.61629322710664,54.2654754037781,ASHDALE AVENUE,16859,355357,337803,1093
-5.95098755687027,54.6765922746976,ASHDALE COURT,5861,332221,382873,1094
-7.29561472445981,54.6102436292694,ASHDALE COURT,5680,245562,373786,1095
-5.65403076268112,54.6505278921166,ASHDALE CRESCENT,5679,351470,380572,1096
-5.61730358487849,54.2663221062735,ASHDALE GARDENS,16860,355288,337895,1097
-6.94041756349117,55.0445928955276,ASHDALE PARK,5678,267781,422425,1098
-5.89012066188542,54.5966583312461,ASHDALE STREET,29449,336414,374093,1099
-6.78374222172456,54.5023466465712,ASHDENE,5676,278843,362228,1100
-5.93383032679308,54.6230379333619,ASHDENE DRIVE,5675,333503,376945,1101
-5.73617006994081,54.5424068472884,ASHDENE GRANGE,19057,346557,368365,1102
-6.35009282777858,54.4554268655725,ASHDENE PARK,23711,307057,357578,1103
-5.83326984867937,54.5310315214585,ASHDENE ROAD,24307,340313,366901,1104
-6.21701177650574,54.8888407732034,ASHFIELD,17960,314462,406029,1105
-6.32458783930123,54.1907984845227,ASHFIELD AVENUE,5674,309411,328164,1106
-5.93323608257193,54.6222371073096,ASHFIELD COURT,5673,333544,376857,1107
-5.54380158695215,54.636758806147,ASHFIELD COURT,5672,358637,379283,1108
-5.93462571934048,54.623231209532,ASHFIELD CRESCENT,5670,333451,376965,1109
-6.71789095124745,55.179156950763,ASHFIELD DRIVE,5667,281730,437643,1110
-5.93316780576015,54.6229727110238,ASHFIELD DRIVE,5669,333546,376939,1111
-8.0770409975007,54.4839276474345,ASHFIELD DRIVE,38405,195055,359499,1112
-5.54486741942709,54.6375801653824,ASHFIELD DRIVE,5668,358565,379372,1113
-7.32114721762592,54.4988609120511,ASHFIELD GARDENS,21320,244032,361371,1114
-5.93254990691384,54.6223332074714,ASHFIELD GARDENS,5666,333588,376869,1115
-6.46087755415671,54.4202418921824,ASHFIELD MANOR,25318,299958,353499,1116
-7.20258574610902,54.385913347844,ASHFIELD ROAD,3423,251856,348879,1117
-7.17457493945424,54.3849973438202,ASHFIELD ROAD,5883,253677,348798,1118
-7.11483913547078,55.0315332827798,ASHFIELD ROAD,22002,256650,420816,1119
-6.45728637052332,54.4334031519866,ASHFORD,39929,300159,354969,1120
-5.63004939206338,54.6581387927912,ASHFORD AVENUE,5881,352989,381471,1121
-5.6312594795793,54.6589172618592,ASHFORD DRIVE,5880,352908,381555,1122
-6.335266470441,54.477648838744,ASHFORD GRANGE,23712,307960,360074,1123
-5.86515571125303,54.6067959119315,ASHFORD GREEN,5879,337993,375270,1124
-6.05888509789932,54.5214591417589,ASHFORD HALL,5878,325739,365409,1125
-5.96642411632153,54.6878768793676,ASHFORD LODGE,5877,331189,384100,1126
-5.62976614377624,54.6587442657044,ASHFORD PARK,5876,353005,381539,1127
-7.01983588059196,54.8935984764419,ASHFORD PARK,21271,262940,405542,1128
-6.19531148886078,54.7106849794257,ASHGREEN,5875,316365,386235,1129
-7.6285667900753,54.3390162161792,ASHGROVE,5873,224208,343429,1130
-6.17760757167005,54.7078953690291,ASHGROVE,5874,317514,385954,1131
-6.52647810265127,54.2960510759146,ASHGROVE,23858,295989,339585,1132
-6.32825945051449,54.1871387409672,ASHGROVE AVENUE,5871,309181,327751,1133
-6.3343453282088,54.4745005457046,ASHGROVE AVENUE,23722,308028,359725,1134
-6.27226456445068,54.3441770788217,ASHGROVE AVENUE,5872,312408,345317,1135
-6.33466264125139,54.4765623753168,ASHGROVE CLOSE,23721,308002,359954,1136
-6.33479994671502,54.4750818217342,ASHGROVE CRESCENT,23713,307997,359789,1137
-6.49731695202539,55.0708759609212,ASHGROVE CRESCENT,5870,296041,425870,1138
-6.1907763318392,54.5060118436599,ASHGROVE DRIVE,24088,317244,363462,1139
-6.33590784679354,54.4762920271731,ASHGROVE DRIVE,23716,307922,359922,1140
-6.33383666131563,54.476766616388,ASHGROVE GARDENS,23714,308055,359978,1141
-6.45000060674883,54.436975499644,ASHGROVE MANOR,25316,300623,355377,1142
-7.28800798538536,54.9820432538338,ASHGROVE PARK,16735,245633,415180,1143
-6.19125983746657,54.5055518758555,ASHGROVE PARK,24087,317214,363410,1144
-7.31794562087274,54.6075777464818,ASHGROVE PARK,5864,244122,373475,1145
-7.46816960610753,54.8170258418864,ASHGROVE PARK,5863,234238,396707,1146
-6.60014793165679,54.7544616781369,ASHGROVE PARK,5866,290177,390512,1147
-6.33341463451941,54.1934187811702,ASHGROVE PARK,5865,308828,328442,1148
-6.33368587173296,54.4755426418548,ASHGROVE PARK,23715,308068,359842,1149
-6.05389995964565,54.5022231287276,ASHGROVE PARK,5867,326121,363277,1150
-5.95155691471681,54.6218657279315,ASHGROVE PARK,5868,332362,376781,1151
-6.33266473722465,54.1926356977108,ASHGROVE ROAD,5862,308879,328356,1152
-6.44890976179843,54.4364763360598,ASHGROVE ROAD,25315,300695,355323,1153
-7.45053133541983,54.5185902016322,ASHLANDS,20124,235632,363494,1154
-6.74910533810364,54.6551855538032,ASHLEA,5859,280784,379280,1155
-6.49484760277922,55.0728487664738,ASHLEA AVENUE,5858,296194,426093,1156
-6.5185853489096,54.2959902933275,ASHLEA BEND,23860,296503,339589,1157
-6.00958606441254,54.5423381824966,ASHLEA BEND,21134,328865,367822,1158
-6.51830344306234,54.2974243516184,ASHLEA CLOSE,23861,296518,339749,1159
-6.05415861816979,54.503601988797,ASHLEA COURT,5857,326100,363430,1160
-6.4940223915522,55.0731439982886,ASHLEA DRIVE,5856,296246,426127,1161
-6.51771377722161,54.2958807513998,ASHLEA GARDENS,23859,296560,339578,1162
-6.48610551167249,54.8704831487573,ASHLEA PARK,25581,297240,403579,1163
-6.49521691080169,55.073437257522,ASHLEA PLACE,5855,296169,426158,1164
-6.05495350079762,54.5034440705505,ASHLEA PLACE,5854,326049,363411,1165
-5.90163329434229,54.2185580119489,ASHLEIGH,38706,336924,331991,1166
-5.89710660327874,54.1293055072089,ASHLEIGH COURT,16794,337515,322067,1167
-6.31561076517771,54.4566310695076,ASHLEIGH CRESCENT,23717,309290,357765,1168
-6.1750020643065,54.238482637566,ASHLEIGH GROVE,39605,319037,333713,1169
-5.90223132828027,54.2191614780217,ASHLEIGH HEIGHTS,37343,336883,332057,1170
-5.94594618258898,54.5804935397867,ASHLEIGH MANOR,5852,332859,372187,1171
-6.17401239972751,54.2393571657866,ASHLEIGH MEADOWS,25963,319099,333812,1172
-6.3096595504922,54.8599704024479,ASHLEIGH PARK,5803,308595,402668,1173
-6.53555453234755,54.7069195773988,ASHLEIGH PARK,17527,294446,385305,1174
-5.81891149477158,54.7200378147745,ASHLEIGH PARK,5802,340589,387965,1175
-5.95037395618989,54.5847287078489,ASHLEY AVENUE,5800,332559,372650,1176
-6.63940568689198,54.3401796952142,ASHLEY AVENUE,5801,288542,344349,1177
-6.45783708205907,54.4339222969313,ASHLEY CLOSE,25314,300122,355026,1178
-6.64000794930791,54.338704076439,ASHLEY CLOSE,5799,288506,344184,1179
-6.2625092026057,54.1125392742465,ASHLEY COURT,27378,313677,319552,1180
-5.54197726743801,54.6079492513228,ASHLEY CRESCENT,24013,358867,376081,1181
-5.54128429336824,54.608402432835,ASHLEY DRIVE,24015,358910,376133,1182
-5.6385438124466,54.6623931991552,ASHLEY DRIVE,5798,352425,381926,1183
-5.9488320172864,54.5849361831204,ASHLEY DRIVE,5797,332658,372676,1184
-7.3036542878953,54.5935093177444,ASHLEY GARDENS,5792,245061,371918,1185
-5.63566496636779,54.664987748796,ASHLEY GARDENS,5794,352601,382221,1186
-6.64017168085265,54.3416617578412,ASHLEY GARDENS,5796,288489,344513,1187
-5.93262436517027,54.6349044797744,ASHLEY GARDENS,5793,333542,378268,1188
-6.26217817279092,54.3485066279684,ASHLEY GARDENS,5795,313052,345815,1189
-6.01309197566029,54.5496916256962,ASHLEY GROVE,39245,328615,368634,1190
-6.4587633521498,54.4338802154312,ASHLEY HEIGHTS,25313,300062,355020,1191
-6.26255629850798,54.1121446089065,ASHLEY HEIGHTS,27374,313675,319508,1192
-6.64219998707521,54.342636940155,ASHLEY HEIGHTS,5791,288355,344619,1193
-6.00913768106066,54.5512259078174,ASHLEY LODGE,21133,328866,368812,1194
-5.94705093021204,54.5837469024731,ASHLEY MEWS,5790,332777,372547,1195
-6.47084294467353,55.0721273689488,ASHLEY PARK,20396,297729,426046,1196
-7.60074111210031,54.4133017548819,ASHLEY PARK,28518,225971,351708,1197
-5.54029669643811,54.6086070040739,ASHLEY PARK,24014,358973,376158,1198
-6.00979438139959,54.5504370572415,ASHLEY PARK,21132,328826,368723,1199
-5.95859370815527,54.7011236107776,ASHLEY PARK,5787,331651,385589,1200
-5.88452432276216,54.516251124793,ASHLEY PARK,18212,337045,365155,1201
-6.63937951280284,54.3391102677737,ASHLEY PARK,5789,288546,344230,1202
-5.63706612083213,54.6643501723151,ASHLEY PARK,5788,352513,382147,1203
-5.96509822154201,54.7097147219977,ASHLEY ROAD,5786,331204,386533,1204
-6.26518240514506,54.3480197646822,ASHLEY STREET,5785,312858,345756,1205
-6.64625178907222,54.5512224388741,ASHLOUGH DRIVE,5784,287645,367831,1206
-7.21297005031836,54.6238382345853,ASHMENAGH ROAD,5783,250885,375356,1207
-6.40975589944136,54.184064698568,ASHMORE HILL,18043,303869,327286,1208
-5.95341487957422,54.6008992781239,ASHMORE PLACE,5782,332310,374444,1209
-5.95357250452734,54.6014590133508,ASHMORE STREET,5781,332298,374506,1210
-5.5427268959959,54.3815185416039,ASHMOUNT DRIVE,25449,359699,350881,1211
-6.02696052288743,54.5118225370443,ASHMOUNT GARDENS,5780,327836,364394,1212
-5.86424614727459,54.6067259498661,ASHMOUNT GROVE,5779,338052,375264,1213
-6.0251534042035,54.5111910304698,ASHMOUNT PARK,5777,327955,364327,1214
-5.86397520760608,54.6071704246223,ASHMOUNT PARK,5778,338068,375314,1215
-7.30347749322835,54.9771653939506,ASHTHORPE,36468,244648,414627,1216
-5.99178654513213,54.5633472453079,ASHTON AVENUE,5775,329950,370193,1217
-6.66063088780366,55.1163240373673,ASHTON DRIVE,5774,285512,430717,1218
-6.35457066701144,54.1595760735757,ASHTON HEIGHTS,18694,307535,324643,1219
-6.65942934545568,55.1161670880441,ASHTON PARK,5772,285589,430701,1220
-5.9900655419676,54.5631299715239,ASHTON PARK,5773,330062,370172,1221
-6.48251559560746,54.222182323421,ASHTREE GROVE,27479,299028,331424,1222
-6.46248379227411,54.3550980524556,ASHTREE HILL,26847,300012,346246,1223
-6.36865749240068,54.2547914972586,ASHTREE HILL,5769,306370,335219,1224
-6.45731195776455,54.3535495889409,ASHTREE LANE,26850,300352,346081,1225
-6.07275405174239,54.4650760808482,ASHVALE DRIVE,5768,325013,359109,1226
-6.30680225311902,54.3176675929823,ASHVALE DRIVE,23253,310233,342312,1227
-6.07261239071181,54.4657926169756,ASHVALE HEIGHTS,5767,325020,359189,1228
-6.12389191880091,54.5679843529505,ASHVALE HEIGHTS,5766,321392,370473,1229
-5.72454985911981,54.8344093592216,ASHVALE PARK,22209,346255,400887,1230
-5.55191118038652,54.5773383238161,ASHVALE PARK,18170,358344,372652,1231
-6.07439412192858,54.4649674613041,ASHVALE PARK,5765,324907,359094,1232
-6.74843507194463,54.4135475966192,ASHVEAGH,17779,281306,352384,1233
-6.1968782847235,54.7124422977601,ASHVILLE PARK,5764,316259,386428,1234
-6.34847975299207,54.4591064469135,ASHWOOD,23720,307152,357990,1235
-6.75972867330205,54.6319820367845,ASHWOOD HEIGHTS,39429,280144,376685,1236
-6.75953634075655,54.6321956761692,ASHWOOD HEIGHTS,39249,280156,376709,1237
-7.6742120014666,54.335258334855,ASHWOODS ROAD,32216,221241,342996,1238
-5.54923641506161,54.6450370328226,ASPEN,5763,358254,380192,1239
-5.92009140565131,54.684682162202,ASPEN PARK,5762,334187,383832,1240
-6.0179887600948,54.5554864052455,ASPEN PARK,21131,328280,369270,1241
-6.01899798958065,54.5553951228949,ASPEN WALK,21130,328215,369258,1242
-6.17794525920323,54.7062473082151,ASPENBURN,5761,317497,385770,1243
-6.64038893899307,54.1186519857502,ASSAN ROAD,19497,288953,319691,1244
-5.89906204348309,54.3243535767043,ASSISI GARDENS,5760,336741,343770,1245
-5.86284713873563,54.5965030950824,ASTON GARDENS,5758,338177,374129,1246
-5.68245373145256,54.6469240858288,ASTON GARDENS,5759,349649,380110,1247
-5.8645649273982,54.5947274096616,ASTORIA GARDENS,5757,338072,373928,1248
-7.32460255821668,55.001654759748,ASYLUM ROAD,5756,243269,417340,1249
-6.69979738499202,54.4148214638999,ATHBOY LANE,17877,284461,352583,1250
-6.69940734301405,54.4154641202052,ATHBOY MEADOWS,17879,284485,352655,1251
-7.0406173357053,54.5833638480052,ATHENREE ROAD,26509,262079,370989,1252
-6.68218924364561,55.1251111488447,ATHOL AVENUE,5755,284118,431669,1253
-5.93675445109491,54.5961687389728,ATHOL STREET,5754,333402,373949,1254
-6.45234433403378,54.42141759173,ATKINSON AVENUE,25323,300509,353642,1255
-6.6539058819965,55.2067010314254,ATLANTIC AVENUE,5750,285747,440786,1256
-5.93616207042979,54.6164378074451,ATLANTIC AVENUE,5751,333374,376206,1257
-6.2503043238407,55.2055574647049,ATLANTIC AVENUE,5752,311443,441229,1258
-5.99353418791904,54.9902116140115,ATLANTIC AVENUE,18110,328477,417700,1259
-6.22599114950456,54.7237700520281,ATLANTIC AVENUE,5753,314351,387641,1260
-6.71817784753174,55.1887987455494,ATLANTIC BAY,5749,281692,438716,1261
-6.7181526817002,55.1881157721109,ATLANTIC CIRCLE,5748,281695,438640,1262
-6.6669132121811,55.1497923185686,ATLANTIC COURT,37085,285040,434435,1263
-6.71824899468713,55.1885389862438,ATLANTIC COVE,37086,281688,438687,1264
-6.66421613193297,55.1549280821762,ATLANTIC CRESCENT,5747,285201,435010,1265
-6.66436936719561,55.1667695097996,ATLANTIC ROAD,5746,285166,436328,1266
-6.03889363557922,54.1119949780199,ATTICAL BOG ROAD,22500,328301,319874,1267
-6.04435410949464,54.1191194939354,ATTICAL ROAD,22504,327922,320657,1268
-7.32239987631659,54.9923453829987,AUBERY STREET,5744,243420,416305,1269
-6.61817206815827,54.7520002699692,AUBURN DRIVE,5743,289022,390215,1270
-5.68179177816896,54.6468485125737,AUBURN PARK,5742,349692,380103,1271
-6.00534492326955,54.5497617513886,AUBURN PLACE,21129,329116,368656,1272
-6.00423432022773,54.5512978245437,AUBURN STREET,21128,329183,368829,1273
-6.04455143951429,54.522755558734,AUDLEY AVENUE,5741,326663,365579,1274
-5.67363777228144,54.5926711693674,AUDLEYS CLOSE,5740,350418,374091,1275
-5.67376224794166,54.5921164590782,AUDLEYS DRIVE,5739,350412,374029,1276
-5.67332280829868,54.59222482001,AUDLEYS GARDENS,5738,350440,374042,1277
-5.67297847421213,54.5917509481108,AUDLEYS PARK,5737,350464,373990,1278
-5.67403156330926,54.593092076844,AUDLEYS WAY,5736,350391,374137,1279
-5.59442961272482,54.3748055319795,AUDLEYSTOWN ROAD,5735,356366,350018,1280
-5.96170801033186,54.8973482769319,AUGHABOY ROAD,29455,330815,407423,1281
-6.66668798317207,54.5629309734843,AUGHAGRANNA ROAD,26625,286298,369109,1282
-6.37471468031559,54.2864816794438,AUGHAN GROVE,25685,305894,338737,1283
-6.37581320241587,54.2870535377044,AUGHAN PARK,25686,305821,338799,1284
-6.51481244771963,54.1408152664024,AUGHANDUFF ROAD,24525,297112,322323,1285
-6.78680621655327,54.3962766201284,AUGHANTARRAGH ROAD,5734,278848,350418,1286
-7.61202444598323,54.36180926973,AUGHAWARD ROAD,32223,225270,345972,1287
-7.21914864960172,54.5243240302618,AUGHER POINT ROAD,28588,250609,364274,1288
-7.12165179820429,54.4140814845227,AUGHER ROAD,3609,257075,352077,1289
-7.14424943171248,54.4221314586098,AUGHER ROAD,5237,255597,352955,1290
-7.16354873210651,54.4147743037388,AUGHER ROAD,5732,254354,352121,1291
-6.89316975900068,54.5001191596352,AUGHINTOBER ROAD,5731,271758,361863,1292
-7.27996978409066,55.0043989204747,AUGHLISH COURT,5851,246122,417674,1293
-6.38460358443097,54.339049152284,AUGHLISH ROAD,26848,305116,344573,1294
-6.0310833060112,54.653230771525,AUGHNABRACK ROAD,5850,327128,380125,1295
-6.30340145736778,54.2479244534565,AUGHNACAVAN ROAD,5849,310641,334555,1296
-6.17849803852214,54.3289697923147,AUGHNACLOY ROAD,22272,318549,343778,1297
-6.26491664693235,54.1701953538931,AUGHNAGON ROAD,29457,313362,325965,1298
-6.64992898737893,54.1906897505838,AUGHNAGURGAN ROAD,19604,288176,327697,1299
-6.00522541967366,54.0965703003992,AUGHNAHOORY ROAD,22503,330551,318219,1300
-6.44460509131566,54.853131889499,AUGHNAHOY ROAD,25582,299947,401706,1301
-6.00983099801588,54.0837163806415,AUGHNALOOPY ROAD,22501,330290,316780,1302
-7.12507621269657,54.6874119932014,AUGHNAMIRIGAN ROAD,5847,256474,382500,1303
-6.06864186924583,54.3640546303293,AUGHNASKEAGH ROAD,20039,325588,347873,1304
-6.1410641267631,54.2628615430585,AUGHNAVALLOG COTTAGES,25964,321178,336484,1305
-6.0205095265821,54.540468942333,AUGHRIM COURT,21127,328164,367594,1306
-6.49890012798308,54.7663399247038,AUGHRIM LANE,27006,296667,391969,1307
-5.93773792976819,54.5904890002238,AUGHRIM PARK,5846,333357,373315,1308
-6.03459860512579,54.0977277961715,AUGHRIM ROAD,22502,328626,318294,1309
-6.55440797043511,54.7526043148554,AUGHRIM ROAD,5845,293126,390365,1310
-7.86325129826412,54.2983754537062,AUGHRIM ROAD,32232,208952,338850,1311
-5.70107279184997,54.5772913172852,AUSTER PARK,5844,348701,372321,1312
-6.40959695363749,54.3535948920848,AUSTIN DRIVE,26849,303454,346155,1313
-6.40790199645559,54.4490599988438,AUSTIN PLACE,25322,303324,356783,1314
-5.92226098120588,54.5793432668014,AVA AVENUE,5843,334394,372104,1315
-5.9256730338056,54.5755112920574,AVA CRESCENT,5842,334186,371671,1316
-5.92373565574557,54.5768078426022,AVA DRIVE,5841,334307,371819,1317
-5.66473123163285,54.4096319593937,AVA DRIVE,22869,351670,353740,1318
-5.69355226670224,54.6441079660396,AVA FARM,5840,348943,379773,1319
-5.92374853940569,54.5780749589905,AVA GARDENS,5839,334302,371960,1320
-5.92350341364276,54.5786368107337,AVA PARADE,5838,334316,372023,1321
-5.92441012750694,54.5769272390157,AVA PARK,5837,334263,371831,1322
-5.92277669444242,54.5783278257518,AVA STREET,5835,334364,371990,1323
-5.68287172328471,54.652646838649,AVA STREET,5836,349601,380746,1324
-6.0379727595834,54.5079136462398,AVA STREET,5834,327135,363939,1325
-6.31742968713574,54.4589025622801,AVENUE ROAD,23719,309166,358015,1326
-7.37872072944248,54.715999734433,AVERY PARK,24731,240088,385508,1327
-7.3038801108515,54.9899950802326,AVISH GARDENS,5833,244608,416055,1328
-7.21338955208903,55.0094300740159,AVISH ROAD,21223,250376,418280,1329
-5.99486478051155,54.5903980736461,AVOCA CLOSE,5832,329665,373198,1330
-6.24643850306962,54.1096015641959,AVOCA LAWN,27375,314736,319251,1331
-5.94460668165059,54.611693695179,AVOCA STREET,5830,332844,375662,1332
-6.20838650252809,54.7129274574309,AVON COURT,5829,315516,386463,1333
-6.65219639967061,55.1159345523298,AVONBROOK GARDENS,5827,286051,430684,1334
-6.21717111510367,54.730567562258,AVONDALE,5826,314900,388412,1335
-7.29461682946665,54.9908399692866,AVONDALE AVENUE,5825,245200,416155,1336
-6.00558001159402,54.7470545221124,AVONDALE DRIVE,5824,328477,390614,1337
-6.39426696336108,54.4503978783419,AVONDALE MANOR,5823,304205,356952,1338
-5.88642052200627,54.5943025421839,AVONDALE STREET,5822,336661,373838,1339
-5.89543137730353,54.5924020382152,AVONIEL DRIVE,5821,336085,373609,1340
-5.89577396982006,54.592659580436,AVONIEL PARADE,5820,336062,373637,1341
-5.89657340027482,54.593059841855,AVONIEL ROAD,5819,336009,373680,1342
-6.39929650316489,54.4514978489106,AVONLEA CRESCENT,5818,303876,357067,1343
-5.91607721086909,54.6616386117689,AVONLEA GARDENS,5817,334522,381275,1344
-6.39657618798165,54.4520637275799,AVONLEA GROVE,5816,304051,357134,1345
-6.39760836487137,54.4516910928974,AVONLEA MANOR,5815,303985,357091,1346
-5.68056294240757,54.6520994400161,AVONLEA PARK,5814,349752,380690,1347
