X,Y,OBJECTID_1,OBJECTID,Muni,Ward,District,LocName,Prefix,House,Street,Suffix1,Suffix2,City,Zip,Parcel,Leadman,Region,DistrictCO,DistrictSE,DistrictLE,MuniName,OrigAddres,MWD,POINT_X,POINT_Y
-79.9951232065713,40.3837590676106,1039,1042,188,32,2,FAIRHAVEN METHODIST CHURCH, ,2415,SAW MILL RUN,BLVD, ,PITTSBURGH,15234-3039,0138B00291000002,19,7,14,42,36,PITTSBURGH,2415 SAW MILL RUN BLVD,1883202,1343127.954,390603.14266
-79.995218533982,40.3838415000289,1040,1043,188,32,3,FAIRHAVEN METHODIST CHURCH, ,2415,SAW MILL RUN,BLVD, ,PITTSBURGH,15234-3039,0138B00291000002,19,7,14,42,36,PITTSBURGH,2415 SAW MILL RUN BLVD,1883203,1343102.17012,390633.837722
-80.0083369585458,40.3911613740913,1041,1044,188,32,4,BROOKLINE COM CTR GAMEROOM, ,1400,OAKRIDGE,ST, ,PITTSBURGH,15226-1945,0096G00001000000,19,7,14,42,22,PITTSBURGH,1400 BROOKLINE BLVD,1883204,1339517.05246,393392.739225
-80.008311097636,40.3913424820903,1042,1045,188,32,5,BROOKLINE COM CTR GYM, ,1400,OAKRIDGE,ST, ,PITTSBURGH,15226-1945,0096G00001000000,19,7,14,42,22,PITTSBURGH,1400 BROOKLINE BLVD,1883205,1339525.94049,393458.510593
-80.0081362367096,40.3912678036202,1043,1046,188,32,6,BROOKLINE COMM CTR WARMING HUT, ,1400,OAKRIDGE,ST, ,PITTSBURGH,15226-1945,0096G00001000000,19,7,14,42,22,PITTSBURGH,1400 BROOKLINE BLVD,1883206,1339573.93581,393430.06892
-80.0084965975945,40.3913534971585,1044,1047,188,32,7,BROOKLINE COM CTR GYM, ,1400,OAKRIDGE,ST, ,PITTSBURGH,15226-1945,0096G00001000000,19,7,14,42,22,PITTSBURGH,1400 BROOKLINE BLVD,1883207,1339474.38995,393463.843406
-79.9621452931449,40.3391430273865,1045,1048,189,0,4,PLEASANT HILLS VOL. FIRE CO., ,72,CLAIRTON,BLVD, ,PLEASANT HILLS,15236-3911,0388J00220000000,40,1,18,37,38,PLEASANT HL,72 CLAIRTON BLVD,1890004,1351904.82845,374123.043794
-79.9524014718139,40.3307677377851,1046,1049,189,0,5,BORO BLDG.,E,410,BRUCETON,RD, ,PLEASANT HILLS,15236-4504,0471M00190000000,40,1,18,37,38,PLEASANT HL,410 E BRUCETON RD,1890005,1354544.09735,371005.049289
-79.9523046601627,40.3307616635129,1047,1050,189,0,6,PLEASANT HILLS MUNI BLDG COM RM,E,410,BRUCETON,RD, ,PLEASANT HILLS,15236-4504,0471M00190000000,40,1,18,37,38,PLEASANT HL,410 E BRUCETON RD,1890006,1354571.02434,371002.164221
-79.9522043234044,40.3306473901217,1048,1051,189,0,7,PLEASANT HILLS BORO BLDG. 1ST FL.,E,410,BRUCETON,RD, ,PLEASANT HILLS,15236-4504,0471M00190000000,40,1,18,37,38,PLEASANT HL,410 E BRUCETON RD,1890007,1354597.95125,370959.850428
-79.9620376156008,40.3341694497919,1049,1052,189,0,8,FREEDOM LIFE CENTER, ,268,OLD CLAIRTON,RD, ,PLEASANT HILLS,15236-4302,0471A00294000000,40,1,18,37,38,PLEASANT HL,268 OLD CLAIRTON RD,1890008,1351889.45691,372311.019367
-79.9602471080801,40.3306876260474,1050,1053,189,0,9,PRINCE OF PEACE LUTH CH 1ST FL, ,400,OLD CLAIRTON,RD, ,PLEASANT HILLS,15236-4337,0471K00198000002,40,1,18,37,38,PLEASANT HL,400 OLD CLAIRTON RD,1890009,1352356.71907,371030.515751
-79.7659829486307,40.5073681276438,1051,1054,190,0,1,PLUM SENIOR HIGH LARGE GYM ENT, ,900,ELICKER,RD, ,PLUM,15239-1026,0746H00089000000,30,3,4,45,32,PLUM,900 ELICKER RD,1900001,1407970.49183,434082.269581
-79.7767949878037,40.4880826227897,1052,1055,190,0,4,ST JOHN THE BAPTIST SCHOOL, ,444,SAINT JOHN,ST, ,PLUM,15239-1353,0738F00320000000,30,3,4,45,32,PLUM,444 SAINT JOHN ST,1900004,1404803.57363,427127.165601
-79.7591448963614,40.4811674188875,1053,1056,190,0,5,CENTER SCHOOL GYM SIDE ENT, ,201,CENTER NEW TEXAS,RD, ,PITTSBURGH,15239,0852B00010000000,30,6,4,45,32,PLUM,200 CENTER/NEW TEXAS RD.,1900005,1409654.30009,424496.423807
-79.753102209969,40.4885252804076,1054,1057,190,0,6,SENIOR CITIZEN CENTER, ,499,CENTER NEW TEXAS,RD, ,PLUM,15239-1819,0851H00352000000,30,6,4,45,32,PLUM,499 CENTER NEW TEXAS RD,1900006,1411395.58739,427138.036415
-79.7761224306102,40.4843527749713,1055,1058,190,0,7,REGENCY PARK SCHOOL-ROOM #5, ,606,MILLERS,LN, ,PITTSBURGH,15239,0738P00136000000,30,6,4,45,32,PLUM,606 MILLER'S LANE,1900007,1404959.42181,425764.439674
-79.7086102214139,40.479568707134,1056,1059,190,0,8,HOLIDAY PARK SCHOOL, ,4795,HAVANA,DR, ,PITTSBURGH,15239-2417,1239G00395000000,30,6,4,45,25,PLUM,4795 HAVANA DR,1900008,1423695.33937,423598.38395
-79.7089551745779,40.4790733987327,1057,1060,190,0,9,HOLIDAY PARK SCHOOL, ,4795,HAVANA,DR, ,PITTSBURGH,15239-2417,1239G00395000000,30,6,4,45,25,PLUM,4795 HAVANA DR,1900009,1423595.4008,423420.115135
-79.7151114879728,40.4708994244044,1058,1061,190,0,11,O'BLOCK JR. HIGH SCHOOL GYM, ,440,PRESQUE ISLE,DR, ,PLUM,15239-2604,1239N00137000000,30,6,4,45,25,PLUM,440 PRESQUE ISLE DR,1900011,1421816.97884,420481.108282
-79.7149183259755,40.4708362918567,1059,1062,190,0,12,O'BLOCK JR. HIGH SCHOOL GYM, ,440,PRESQUE ISLE,DR, ,PLUM,15239-2604,1239N00137000000,30,6,4,45,25,PLUM,440 PRESQUE ISLE DR,1900012,1421870.19492,420456.919079
-79.7148377080662,40.4705091713326,1060,1063,190,0,13,OBLOCK JR HIGH CAFE REAR ENT, ,440,PRESQUE ISLE,DR, ,PLUM,15239-2364,1239N00137000000,30,6,4,45,25,PLUM,313 HOLIDAY PARK DR,1900013,1421899.09114,421216.179139
-79.7149264344013,40.4703366327984,1061,1064,190,0,14,OBLOCK JR HIGH CAFE REAR ENT, ,440,PRESQUE ISLE,DR, ,PLUM,15239-2364,1239N00137000000,30,6,4,45,25,PLUM,313 HOLIDAY PARK DR,1900014,1421868.45151,421137.16136
-79.7751550527642,40.4838844545148,1062,1065,190,0,17,REGENCY PARK SCHOOL-ROOM #6, ,606,MILLERS,LN, ,PITTSBURGH,15239-1341,0738P00136000000,30,6,4,45,32,PLUM,606 MILLERS LN,1900017,1405224.52691,425587.703023
-79.7535007276275,40.49388136705,1063,1066,190,0,18,PIVAK SCHOOL, ,100,SCHOOL,RD, ,PLUM,15239-1455,0850R00397000000,30,3,4,45,32,PLUM,100 SCHOOL RD,1900018,1411329.03356,429091.283693
-79.7666607330275,40.5074136809265,1064,1067,190,0,19,PLUM SENIOR HIGH LARGE GYM ENT, ,900,ELICKER,RD, ,PLUM,15239-1026,0746H00089000000,30,3,4,45,32,PLUM,900 ELICKER RD,1900019,1407782.4502,434103.163087
-79.7536181848363,40.494007653713,1065,1068,190,0,20,PIVAK SCHOOL CAFETERIA, ,100,SCHOOL,RD, ,PLUM,15239-1455,0850R00397000000,30,3,4,45,32,PLUM,100 SCHOOL RD,1900020,1411297.41814,429138.01958
-79.7537047617704,40.4940929595789,1066,1069,190,0,21,PIVAK SCHOOL CAFETERIA, ,100,SCHOOL,RD, ,PLUM,15239-1455,0850R00397000000,30,3,4,45,32,PLUM,100 SCHOOL RD,1900021,1411274.05029,429169.634998
-79.8652569349987,40.3358035036649,1067,1070,191,0,1,VIGILANTE HOSE COMPANY #1, ,1800,ROMINE,AVE, ,MCKEESPORT,15133-3347,0465A00249000000,22,1,14,45,38,PORT VUE,1800 ROMINE AVE,1910001,1378876.30414,372245.156066
-79.8708207351875,40.3421486673078,1068,1071,191,0,2,MUNICIPAL BLDG-DOWNSTAIRS, ,1191,ROMINE,AVE, ,MCKEESPORT,15133-3515,0383G00317000001,22,1,14,45,38,PORT VUE,1191 ROMINE AVE,1910002,1377381.20791,374593.187103
-79.8797849453949,40.3328102187328,1069,1072,191,0,3,PORT VUE METHODIST CHURCH, ,1565,WASHINGTON,BLVD, ,MCKEESPORT,15133-3728,0466E00066000001,22,1,14,45,38,PORT VUE,1565 WASHINGTON BLVD,1910003,1374801.1322,371252.371696
-79.8706124073315,40.3422395057609,1070,1073,191,0,4,MUNICIPAL BLDG-DOWNSTAIRS, ,1191,ROMINE,AVE, ,MCKEESPORT,15133-3515,0383G00317000001,22,1,14,45,38,PORT VUE,1191 ROMINE AVE,1910004,1377440.05665,374624.874925
-79.8844642140503,40.4161296053606,1071,1074,192,1,0,APOSTOLIC FAITH CHURCH DINING HALL, ,44,MILLER,AVE, ,RANKIN,15104-1020,0178S00040000000,32,6,14,45,34,RANKIN,44 MILLER AVE,1920100,1374230.54212,401627.858756
-79.8678826269551,40.4101072716244,1072,1075,192,2,0,RANKIN BORO BLDG., ,320,HAWKINS,AVE, ,BRADDOCK,15104-2119,0236H00216000000,32,6,14,45,34,RANKIN,320 HAWKINS AVE,1920200,1378793.6324,399323.420136
-79.8753851462763,40.4080371206059,1073,1076,192,3,0,WRIGHT AUTO & TRUCK SVC GAR 1ST FL, ,27,HAMILTON,ST, ,RANKIN,15104-1154,0236K00134000000,32,6,14,45,34,RANKIN,27 HAMILTON ST,1920300,1376686.87144,398619.675934
-79.9825471293231,40.474170499479,1074,1077,193,1,0,MT TROY VOL FIRE CO BALLROOM, ,33,LONSDALE,ST, ,PITTSBURGH,15212-1360,0079N00090000000,15,7,14,38,20,RESERVE,33 LONSDALE ST,1930100,1347462.80324,423440.554687
-79.9825833835592,40.4742158032513,1075,1078,193,2,0,MT TROY VOL FIRE CO BALLROOM, ,33,LONSDALE,ST, ,PITTSBURGH,15212-1360,0079N00090000000,15,7,14,38,20,RESERVE,33 LONSDALE ST,1930200,1347453.13753,423457.30855
-79.9920577799112,40.4867717535106,1076,1079,193,3,0,RESERVE TWP EMS AUTHORITY, ,3441,MOUNT TROY,RD, ,PITTSBURGH,15212-1107,0117K00075000000,15,7,14,38,21,RESERVE,3441 MOUNT TROY RD,1930300,1344934.28487,428096.758218
-79.9956699027275,40.4804905550822,1077,1080,193,4,0,SPRING GARDEN VOL FIRE CO, ,3367,SPRING GARDEN,RD, ,PITTSBURGH,15212-1253,0078A00043000000,15,7,14,38,20,RESERVE,3367 SPRING GARDEN RD,1930400,1343871.70718,425834.771291
-79.9605843578533,40.653713511726,1078,1081,194,0,1,ST BARNABUS RETIRE VLG RR ENT CARD RM, ,5850,MERIDIAN,RD, ,GIBSONIA,15044-9605,2006F00251000000,43,3,4,40,28,RICHLAND,5850 MERIDIAN RD,1940001,1355208.13447,488675.28807
-79.965156286469,40.6313468061874,1079,1082,194,0,2,TRINITY EVANGELICAL LUTHERAN CH., ,3832,GIBSONIA,RD, ,GIBSONIA,15044-6214,1664J00213000000,43,3,4,40,28,RICHLAND,3832 GIBSONIA RD,1940002,1353735.61742,480561.132463
-79.9523081072382,40.6406084701866,1080,1083,194,0,3,TOWNSHIP BUILDING, ,4019,DICKEY,RD, ,GIBSONIA,15044-9713,1831M00045000000,43,3,4,40,28,RICHLAND,4019 DICKEY RD,1940003,1357384.72517,483845.050113
-79.9393069963923,40.6442489510218,1081,1084,194,0,4,ST. THOMAS CHURCH IN THE FIELD, ,4106,SAINT THOMAS,DR, ,GIBSONIA,15044-9808,1832G00126000000,43,3,4,40,28,RICHLAND,4106 ST. THOMAS DRIVE,1940004,1361024.5237,485081.217744
-79.9392806645502,40.6320660359593,1082,1085,194,0,5,YOUTH FOUNDATION BUILDING, ,5554,COMMUNITY CENTER,DR, ,GIBSONIA,15044-9205,1665L00077000000,43,3,4,40,28,RICHLAND,5554 COMMUNITY CENTER DR,1940005,1360921.80956,480643.999246
-79.9387475108133,40.631948755978,1083,1086,194,0,6,YOUTH FOUNDATION BUILDING, ,5554,COMMUNITY CENTER,DR, ,GIBSONIA,15044-9205,1665L00077000000,43,3,4,40,28,RICHLAND,5554 COMMUNITY CENTER DR,1940006,1361068.68358,480597.618043
-79.9653026804953,40.631395714133,1084,1087,194,0,7,TRINITY EVANGELICAL LUTHERAN CH., ,3832,GIBSONIA,RD, ,GIBSONIA,15044-6214,1664J00213000000,43,3,4,40,28,RICHLAND,3832 GIBSONIA RD,1940007,1353695.44436,480579.963609
-79.964972924147,40.6312744766122,1085,1088,194,0,8,TRINITY EVANGELICAL LUTHERAN CH., ,3832,GIBSONIA,RD, ,GIBSONIA,15044-6214,1664J00213000000,43,3,4,40,28,RICHLAND,3832 GIBSONIA RD,1940008,1353785.83381,480533.5135
-80.1276943205184,40.4500248196847,1086,1089,195,0,1,BURKETT SCHOOL, ,5501,STEUBENVILLE,PIKE, ,MC KEES ROCKS,15136-1413,0205F00113000000,51,4,18,42,45,ROBINSON,5501 STEUBENVILLE PIKE,1950001,1306859.19623,415701.362686
-80.1175118281806,40.4671035492245,1087,1090,195,0,2,MONTOUR HIGH SCHOOL, ,223,CLEVER,RD, ,MC KEES ROCKS,15136-4012,0207G00195000001,51,4,18,42,45,ROBINSON,223 CLEVER RD,1950002,1309858.77843,421844.787143
-80.141846317549,40.5078693211272,1088,1091,195,0,3,GROVETON FIRE HALL, ,4596,HAYES,AVE, ,CORAOPOLIS,15108-3359,0272G00229000000,51,4,14,42,45,ROBINSON,4592 HAYES AVE,1950003,1303492.74977,436872.823088
-80.1363741978503,40.4523394330046,1089,1092,195,0,4,HOLY TRINITY SCHOOL, ,5718,STEUBENVILLE,PIKE, ,MC KEES ROCKS,15136-1311,0266D00301000000,51,4,18,42,45,ROBINSON,5718 STEUBENVILLE PIKE,1950004,1304467.2146,416609.417729
-80.1357205672188,40.485272927892,1090,1093,195,0,5,FOREST GROVE ELEMENTARY SCHOOL GYM, ,1,FOREST GROVE,RD, ,CORAOPOLIS,15108-3485,0270L00034000000,51,4,14,42,45,ROBINSON,1 FOREST GROVE RD,1950005,1304973.12712,428597.828299
-80.1364699825865,40.4524703888146,1091,1094,195,0,6,HOLY TRINITY SCHOOL, ,5718,STEUBENVILLE,PIKE, ,MC KEES ROCKS,15136-1311,0266D00301000000,51,4,18,42,45,ROBINSON,5718 STEUBENVILLE PIKE,1950006,1304441.85695,416657.827774
-80.1179476388201,40.4668998369106,1092,1095,195,0,7,MONTOUR HIGH SCHOOL, ,223,CLEVER,RD, ,MC KEES ROCKS,15136-4012,0207G00195000001,51,4,18,42,45,ROBINSON,223 CLEVER RD,1950007,1309735.57544,421773.851989
-80.1273446673097,40.449892008155,1093,1096,195,0,8,BURKETT SCHOOL MAIN LOBBY, ,5501,STEUBENVILLE,PIKE, ,MC KEES ROCKS,15136-1413,0205F00113000000,51,4,18,42,45,ROBINSON,5501 STEUBENVILLE PIKE,1950008,1306955.16837,415650.37757
-80.1359566487411,40.4851691036439,1094,1097,195,0,9,FOREST GROVE ELEM SCHOOL GYM, ,1,FOREST GROVE,RD, ,CORAOPOLIS,15108-3485,0270L00034000000,51,4,14,42,45,ROBINSON,1 FOREST GROVE RD,1950009,1304906.46115,428561.792663
-80.0067842613386,40.5295995816163,1095,1098,196,1,1,BERKLY HLS FIRE RR SIDE ENT NEW BAY ADD, ,235,SIEBERT,RD, ,PITTSBURGH,15237-3738,0352C00052000000,27,4,4,40,21,ROSS,235 SIEBERT RD,1960101,1341238.08177,443798.320368
-80.0062344166144,40.516025738489,1096,1099,196,1,2,ROSS MUNICIPAL BLDG, ,1000,ROSS MUNICIPAL,DR, ,PITTSBURGH,15209-1344,0281L00140000000,27,4,4,40,21,ROSS,2127 BABCOCK BLVD,1960102,1345160.10956,436425.937625
-80.0061996645932,40.5162421717522,1097,1100,196,1,3,ROSS MUNICIPAL BLDG, ,1000,ROSS MUNICIPAL,DR, ,PITTSBURGH,15209-1344,0281L00140000000,27,4,4,40,21,ROSS,2127 BABCOCK BLVD,1960103,1345134.66817,436380.143158
-80.0024298022172,40.5193539879791,1098,1101,196,1,4,MCKNIGHT UNITED METHODIST CHURCH, ,600,FOX,DR, ,PITTSBURGH,15237-3687,0281D00165000001,27,4,4,40,21,ROSS,600 FOX DR,1960104,1342352.93105,440036.116916
-79.99872757638,40.5519799938539,1099,1102,196,2,1,N H CH OF CHRIST FELLOWSHIP RM, ,797,THOMPSON RUN,RD, ,PITTSBURGH,15237-3979,0614N00100000000,27,4,4,40,30,ROSS,797 THOMPSON RUN RD,1960201,1343684.50591,451891.869953
-80.0006408035527,40.5339317757503,1100,1103,196,2,2,BERKELEY HILLS LUTHERAN CHURCH, ,517,SANGREE,RD, ,PITTSBURGH,15237-3949,0432J00328000000,27,4,4,40,21,ROSS,517 SANGREE RD,1960202,1342985.47462,445332.47222
