FID,PREFIX,NAME,TYPE,SUFFIX,STREETNAME,ALTERNATEN,LLEFT,HLEFT,LRGT,HRGT,FROMSTREET,TOSTREET,ZIPL,ZIPR,MCDL,MCDR,OWNER,BELTWAY,MAJORRD,NO_LANES,CFCC,GDTLINK,ONEWAY,UNIQUE_ID,ROUTE_NO,SYSTEMID,USERID,FEATURECOD,UPDATE_YEA,MODIFIEDBY,MODIFIEDON,CREATEDBY,CREATEDON,Shape_Leng
567, ,New Texas,Rd, ,New Texas Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,71186,10,1630,2004, , , , ,690.142872919
568, ,Leechburg,Rd, ,Leechburg Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,55150,13,1630,1994, , , , ,170.714804078
569, ,Ross,St, ,Ross St, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0,PA 366,75176,267,1620,1994, , , , ,288.980799075
570, ,Ross,St, ,Ross St, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0,PA 366,75182,242,1620,1994, , , , ,54.163727857
571, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53254,17,1630,1994, , , , ,295.585025301
572, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52979,6,1630,2004, , , , ,694.122056655
573, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53122,5,1630,1994, , , , ,338.246805479
574, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53096,12,1630,1994, , , , ,40.7720296253
575, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53068,4,1630,1994, , , , ,433.803541165
576, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52979,6,1630,2004, , , , ,838.206294858
577, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,78076,67,1630,1994, , , , ,834.021065152
578, ,Jacks Run,Rd, ,Jacks Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76003,10,1630,2004, , , , ,191.794224206
579, ,Long Run,Rd, ,Long Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76004,24,1620,2004, , , , ,122.445213907
580, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52979,6,1630,2004, , , , ,127.642461498
581, ,Long Run,Rd, ,Long Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76004,24,1620,2004, , , , ,122.837873827
582, ,Jacks Run,Rd, ,Jacks Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76003,10,1630,2004, , , , ,256.416025319
583, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53315,17,1630,1994, , , , ,496.601154749
584, ,Jacks Run,Rd, ,Jacks Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76003,10,1630,2004, , , , ,169.233314698
585, ,Jacks Run,Rd, ,Jacks Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76003,10,1630,2004, , , , ,97.3630382785
586, ,Creighton and Russellton,Rd, ,Creighton and Russellton Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,79750,5,1630,1994, , , , ,592.341679364
587, ,Jacks Run,Rd, ,Jacks Run Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76003,10,1630,2004, , , , ,3048.20696476
588, ,Creighton and Russellton,Rd, ,Creighton and Russellton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79748,8,1630,1994, , , , ,258.248878407
589, ,Leechburg,Rd, ,Leechburg Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,55106,12,1630,1994, , , , ,1178.91619522
590, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,60693,15,1630,1994, , , , ,71.0631554289
591, ,Creighton and Russellton,Rd, ,Creighton and Russellton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79749,8,1630,1994, , , , ,211.884863455
592, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,60690,18,1630,1994, , , , ,79.6466069478
593, ,Leechburg,Rd, ,Leechburg Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,54922,6,1630,1994, , , , ,752.32127162
594, ,Creighton and Russellton,Rd, ,Creighton and Russellton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79747,10,1630,1994, , , , ,105.953725691
595, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55145,16,1630,1994, , , , ,330.369017316
596, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54879,35,1630,1994, , , , ,1029.88085095
597, ,Creighton and Russellton,Rd, ,Creighton and Russellton Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79746,10,1630,1994, , , , ,32.9909003544
598, ,Leechburg,Rd, ,Leechburg Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,54865,10,1630,1994, , , , ,420.550229776
599, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55570,11,1630,2004, , , , ,510.585282131
600, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54745,44,1630,1994, , , , ,556.137044467
601, ,Logans Ferry,Rd, ,Logans Ferry Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,54555,9,1630,1994, , , , ,1641.13574422
602, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54753,29,1630,1994, , , , ,359.273937641
603, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55570,11,1630,2004, , , , ,279.43190551
604, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54812,23,1630,1994, , , , ,33.7352980467
605, ,Moss Side,Blvd, ,Moss Side Blvd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,75985,47,1630,1994, , , , ,7089.63453817
606, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54696,30,1630,1994, , , , ,544.633465829
607, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55570,11,1630,2004, , , , ,593.172730748
608, ,Cox Comb Hill,Rd, ,Cox Comb Hill Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54669,11,1630,1994, , , , ,145.596903575
609, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54680,7,1630,1994, , , , ,608.987203972
610, ,Haymaker,Rd, ,Haymaker Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,56425,78,1660,2004, , , , ,170.383284042
611, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,78075,71,1630,1994, , , , ,296.297344564
612, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55570,11,1630,2004, , , , ,1339.60487069
613,W,Fifth,Ave, ,Fifth Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,79787,200,1620,1994, , , , ,720.495762272
614, ,Larimer,Ave, ,Larimer Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,71148,18,1630,1994, , , , ,2475.48229727
615, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55570,11,1630,2004, , , , ,289.329895306
616, ,Millers,Ln, ,Millers Ln, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,54374,112,1630,1994, , , , ,555.377414779
617, ,Larimer,Ave, ,Larimer Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,56608,107,1630,1994, , , , ,127.395408822
618, ,Millers,Ln, ,Millers Ln, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,54236,98,1630,1994, , , , ,195.181842311
619, ,Vine,Al, ,Vine Al, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,54230,96,1630,1994, , , , ,232.390716236
620, ,Freeport,Rd, ,Freeport Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53971,53,1630,1994, , , , ,621.527827246
621, ,Rodi Linhart,Rd, ,Rodi Linhart Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,79534,99,1630,1994, , , , ,112.32458797
622, ,Freeport,Rd, ,Freeport Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79877,52,1610,1994, , , , ,593.870402655
623, ,Crawford Run,Rd, ,Crawford Run Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,79473,2,1630,1994, , , , ,106.475902057
624, ,Larimer,Ave, ,Larimer Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,79536,105,1630,1994, , , , ,48.2932643878
625, ,Freeport,Rd, ,Freeport Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,54011,50,1630,1994, , , , ,633.117318008
626, ,Freeport,Rd, ,Freeport Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,71698,48,1610,1994, , , , ,637.584471588
627, ,Center,Rd, ,Center Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73375,49,1630,1994, , , , ,325.172969613
628, ,Freeport,Rd, ,Freeport Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,71698,48,1610,1994, , , , ,31.1111947368
629, ,Monroeville Trestle,Rd, ,Monroeville Trestle Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73371,5,1630,2004, , , , ,1354.72499859
630, ,Larimer,Ave, ,Larimer Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,79535,100,1630,1994, , , , ,73.9801893636
631, ,Mosside,Blvd, ,Mosside Blvd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,79506,23,1630,1994, , , , ,300.041766941
632, ,Mosside,Blvd, ,Mosside Blvd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,75984,24,1630,1994, , , , ,896.313944272
633, ,Rodi Linhart,Rd, ,Rodi Linhart Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,56600,34,1630,1994, , , , ,1357.91194493
634, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77571,36,1630,1994, , , , ,579.180657925
635, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,55818,30,1630,1994, , , , ,1555.92314408
636, ,Freeport,Rd, ,Freeport Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53773,75,1630,1994, , , , ,978.218319615
637, ,Freeport,Rd, ,Freeport Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53731,69,1630,1994, , , , ,388.863871727
638, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,71147,48,1630,1994, , , , ,340.190759213
639, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,79989,59,1630,1994, , , , ,150.381263314
640, ,Hulton,Rd, ,Hulton Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,54855,20,1630,1994, , , , ,519.875983339
641, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,58742,32,1620,1994, , , , ,210.110477905
642, ,Dorseyville,Rd, ,Dorseyville Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,54243,7,1630,1994, , , , ,391.579029574
643, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,56493,57,1630,1994, , , , ,313.050660278
644, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77501,15,1630,1994, , , , ,2804.44055334
645, ,William Penn,Hwy, ,William Penn Hwy, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 22,77347,79,1620,1994, , , , ,644.711977824
646, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,73289,42,1630,1994, , , , ,47.3026759457
647, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54174,4,1630,1994, , , , ,746.99574586
648, ,Mosside,Blvd, ,Mosside Blvd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,75981,31,1620,1994, , , , ,536.546530544
649, ,Penn Lincoln Pkwy,Ramp, ,Penn Lincoln Pkwy Ramp, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77590,102,1630,1994, , , , ,637.748756147
650, ,Penn Lincoln Pkwy,Ramp, ,Penn Lincoln Pkwy Ramp, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77590,102,1630,1994, , , , ,33.149975633
651, ,Penn Lincoln Pkwy,Ramp, ,Penn Lincoln Pkwy Ramp, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77591,92,1630,1994, , , , ,55.5994124267
652, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0, ,73289,42,1630,1994, , , , ,638.92912231
653, ,William Penn,Hwy, ,William Penn Hwy, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,US 22,77348,78,1620,1994, , , , ,889.633612834
654, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54197,14,1630,1994, , , , ,476.511516344
655, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77494,16,1630,1994, , , , ,241.288730403
656, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54181,8,1630,1994, , , , ,122.008216596
657, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,21376,22,1630,1994, , , , ,831.59165959
658, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77492,21,1630,1994, , , , ,530.619731359
659, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,21189,15,1630,1994, , , , ,151.401182631
660, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77491,26,1630,1994, , , , ,650.212334502
661, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,54141,11,1630,1994, , , , ,253.709473437
662, ,Indianola,Rd, ,Indianola Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77512,56,1630,1994, , , , ,279.482403078
663, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77513,37,1630,1994, , , , ,296.191686182
664, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,68148,17,1630,1994, , , , ,264.420450017
665, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,79475,5,1600,1994, , , , ,1125.5764404
666, ,Mosside,Blvd, ,Mosside Blvd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,75980,62,1620,1994, , , , ,884.780645225
667, ,Indianola (state Hwy 910), , ,Indianola (state Hwy 910), ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77499,5,1630,2004, , , , ,839.283727681
668, ,E Union Church,Rd, ,E Union Church Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53261,11,1630,2004, , , , ,178.109374241
669, ,Indianola (state Hwy 910), , ,Indianola (state Hwy 910), ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77499,5,1630,2004, , , , ,270.860816022
670, ,Oak,Rd, ,Oak Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53226,8,1630,2004, , , , ,657.393796352
671, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77498,10,1630,1994, , , , ,181.050413147
672, ,Oak,Rd, ,Oak Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53226,8,1630,2004, , , , ,825.18336895
673, ,Haymaker,Rd, ,Haymaker Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,79544,90,1620,1994, , , , ,164.134961496
674, ,Indianola (state Hwy 910), , ,Indianola (state Hwy 910), ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77499,5,1630,2004, , , , ,559.199345896
675, ,Oak,Rd, ,Oak Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53183,12,1630,2004, , , , ,262.624570203
676, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77497,12,1630,1994, , , , ,268.642889932
677, ,Haymaker,Rd, ,Haymaker Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79542,89,1620,1994, , , , ,148.097103501
678, ,Oak,Rd, ,Oak Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53183,12,1630,2004, , , , ,394.906348239
679, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77496,13,1630,1994, , , , ,111.768639618
680, ,N Robinson,Blvd, ,N Robinson Blvd, ,0,0,0,0, , , , , , , ,Green,Yes,0, , , ,0, ,56188,133,1620,1994, , , , ,2077.64388922
681, ,Haymaker,Rd, ,Haymaker Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79541,92,1620,1994, , , , ,353.672898377
682, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77495,13,1630,1994, , , , ,120.039831485
683, ,Penn Lincoln Pkwy,Ramp, ,Penn Lincoln Pkwy Ramp, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77584,103,1630,1994, , , , ,563.307916647
684, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77511,12,1630,1994, , , , ,1899.62581174
685, ,Millerstown Culmerville R, , ,Millerstown Culmerville R, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52984,15,1630,1994, , , , ,639.674600757
686, ,Bakerstown and Culmerville,Rd, ,Bakerstown and Culmerville Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52898,8,1630,1994, , , , ,541.462064409
687, ,Penn Lincoln Pkwy,Ramp, ,Penn Lincoln Pkwy Ramp, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77591,92,1630,1994, , , , ,20.9054492565
688, ,Bakerstown and Culmerville,Rd, ,Bakerstown and Culmerville Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,70757,2,1630,1994, , , , ,884.84423543
689, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77489,14,1630,1994, , , , ,242.010440915
690, ,Bull Creek,Rd, ,Bull Creek Rd, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53019,24,1630,1994, , , , ,335.147025005
691, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77488,19,1630,1994, , , , ,94.0156475543
692, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,26708,3,1630,1994, , , , ,338.93677732
693, ,Haymaker,Rd, ,Haymaker Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,79543,85,1620,1994, , , , ,139.009850492
694, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53004,17,1630,1994, , , , ,531.089713485
695, ,Fifth,Ave, ,Fifth Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 148,79071,223,1620,2004, , , , ,351.532950046
696, ,Oak,Rd, ,Oak Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,53279,10,1630,1994, , , , ,1491.77946481
697, ,Penn Lincoln Pkwy,Ramp, ,Penn Lincoln Pkwy Ramp, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77591,92,1630,1994, , , , ,136.955733199
698, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,52981,6,1630,1994, , , , ,202.0697319
699, ,Fifth,Ave, ,Fifth Ave, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 148,79071,223,1620,2004, , , , ,202.552970641
700, ,Frankstown,Rd, ,Frankstown Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 380,76901,32,1630,2004, , , , ,552.713328369
701, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77580,56,1630,1994, , , , ,436.615546945
702, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,79477,10,1600,2004, , , , ,193.754118663
703, ,State Hwy 48, , ,State Hwy 48, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76057,16,1630,2004, , , , ,264.71555354
704, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,79477,10,1600,2004, , , , ,160.027801628
705, ,Haymaker,Rd, ,Haymaker Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,73420,48,1630,1994, , , , ,302.275602296
706, ,Frankstown,Rd, ,Frankstown Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 380,76901,32,1630,2004, , , , ,209.965678396
707, ,Haymaker,Rd, ,Haymaker Rd, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0, ,74683,53,1630,1994, , , , ,116.930663508
708, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,79477,10,1600,2004, , , , ,60.9549668041
709, ,State Hwy 48, , ,State Hwy 48, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76057,16,1630,2004, , , , ,49.58670904
710, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53027,17,1630,2004, , , , ,1129.3957168
711, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77490,14,1630,1994, , , , ,1342.68617031
712, ,State Hwy 48, , ,State Hwy 48, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76038,4,1630,2004, , , , ,218.814643419
713, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77575,42,1630,1994, , , , ,689.87495419
714, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53027,17,1630,2004, , , , ,329.168447884
715, ,State Hwy 48, , ,State Hwy 48, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76038,4,1630,2004, , , , ,1998.64531718
716, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77489,14,1630,1994, , , , ,319.596233122
717, ,Center,Rd, ,Center Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,73373,32,1630,1994, , , , ,307.306226357
718, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53035,17,1630,2004, , , , ,471.530134885
719, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77489,14,1630,1994, , , , ,41.9882540191
720, ,State Hwy 48, , ,State Hwy 48, ,0,0,0,0, , , , , , , ,Orange,Yes,0, , , ,0,PA 48,76056,15,1630,2004, , , , ,2082.60237487
721, ,Center,Rd, ,Center Rd, ,0,0,0,0, , , , , , ,County,Orange,Yes,0, , , ,0, ,79485,33,1630,1994, , , , ,44.1783991722
722, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77487,19,1630,1994, , , , ,2878.68383527
723, ,Millerstown And Culmervil, , ,Millerstown And Culmervil, ,0,0,0,0, , , , , , , ,Red,Yes,0, , , ,0, ,53035,17,1630,2004, , , , ,288.062038682
724, ,Rodi,Rd, ,Rodi Rd, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 791,77574,34,1630,1994, , , , ,1145.63464128
725, ,Fox Chapel,Rd, ,Fox Chapel Rd, ,0,0,0,0, , , , , , ,County,Green,Yes,0, , , ,0, ,25758,22,1630,1994, , , , ,98.1669079678
726, ,State Hwy 910, , ,State Hwy 910, ,0,0,0,0, , , , , , , ,Yellow,Yes,0, , , ,0,PA 910,77485,19,1630,1994, , , , ,237.037214442
